seqnames,start,end,width,strand,peak.ID,peak.score,TE.chr,TE.start,TE.end,TE.ID,TE.score,TE.strand,TE.fam,TE.sfam,peak.overlap,is.duplicated.peak,TE.fam.v2,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME,annotation.v2
chr19,45226032,45226606,575,*,MACS_peak_2911,102.49,chr19,45226045,45226334,L2b,0,-,LINE/L2,L2b,289,FALSE,LINE/L2,Distal Intergenic,19,45202421,45213986,11566,1,388551,uc010xxd.2,23611,ENSG00000213892,CEACAM16,"CEA cell adhesion molecule 16, tectorial membrane component",Distal Intergenic
chr19,45235179,45236126,948,*,MACS_peak_2912,563.38,chr19,45235487,45235691,L2b,0,-,LINE/L2,L2b,204,FALSE,LINE/L2,Distal Intergenic,19,45251978,45263301,11324,1,602,uc010xxe.2,-15852,ENSG00000069399,BCL3,BCL3 transcription coactivator,Distal Intergenic
chr19,45387738,45388279,542,*,MACS_peak_2913,175.78,chr19,45387872,45388040,L2b,0,-,LINE/L2,L2b,168,FALSE,LINE/L2,"Intron (uc002ozw.1/5819, intron 6 of 8)",19,45394477,45406937,12461,1,10452,uc002ozz.3,-6198,ENSG00000130204,TOMM40,translocase of outer mitochondrial membrane 40,Intron
chr19,45478251,45478747,497,*,MACS_peak_2914,268.83,chr19,45478388,45478649,L2b,0,+,LINE/L2,L2b,261,FALSE,LINE/L2,"Intron (uc010ejv.1/1209, intron 4 of 7)",19,45495491,45496598,1108,1,1209,uc021uvo.1,-16744,ENSG00000104853,CLPTM1,CLPTM1 regulator of GABA type A receptor forward trafficking,Intron
chr19,45627044,45627812,769,*,MACS_peak_2915,161.77,chr19,45627261,45627629,L2b,0,-,LINE/L2,L2b,368,FALSE,LINE/L2,"Intron (uc021uvs.1/284352, intron 1 of 12)",19,45596431,45650543,54113,1,284352,uc021uvs.1,30613,ENSG00000104866,PPP1R37,protein phosphatase 1 regulatory subunit 37,Intron
chr19,45657182,45657874,693,*,MACS_peak_2916,180.73,chr19,45657499,45657708,L2b,0,+,LINE/L2,L2b,209,FALSE,LINE/L2,"Intron (uc010xxi.2/284353, intron 3 of 3)",19,45653008,45663408,10401,2,284353,uc010xxi.2,5534,ENSG00000179846,NKPD1,NTPase KAP family P-loop domain containing 1,Intron
chr19,45721699,45722217,519,*,MACS_peak_2917,302.63,chr19,45721629,45722038,L2b,0,-,LINE/L2,L2b,339,FALSE,LINE/L2,"Intron (uc002pay.1/90332, intron 6 of 9)",19,45715879,45737469,21591,2,90332,uc002pay.1,15252,ENSG00000283632,EXOC3L2,exocyst complex component 3 like 2,Intron
chr19,45744697,45745233,537,*,MACS_peak_2918,156.83,chr19,45744837,45745237,L2b,0,+,LINE/L2,L2b,396,FALSE,LINE/L2,Distal Intergenic,19,45715879,45737469,21591,2,90332,uc002pay.1,-7228,ENSG00000283632,EXOC3L2,exocyst complex component 3 like 2,Distal Intergenic
chr19,45827093,45827707,615,*,MACS_peak_2919,218.04,chr19,45827647,45827982,L2a,0,-,LINE/L2,L2a,60,FALSE,LINE/L2,Promoter,19,45809671,45826235,16565,2,1158,uc002pbd.4,-858,ENSG00000104879,CKM,"creatine kinase, M-type",Promoter
chr19,45841561,45842329,769,*,MACS_peak_2920,177.01,chr19,45841743,45841997,L2b,0,-,LINE/L2,L2b,254,FALSE,LINE/L2,Distal Intergenic,19,45843998,45850600,6603,1,147700,uc002pbe.3,-1669,ENSG00000104892,KLC3,kinesin light chain 3,Distal Intergenic
chr19,45843248,45844046,799,*,MACS_peak_2921,667.25,chr19,45843261,45843555,AluSz,0,+,SINE/Alu,AluSz,294,FALSE,SINE/Alu,Promoter,19,45843998,45850600,6603,1,147700,uc002pbe.3,0,ENSG00000104892,KLC3,kinesin light chain 3,Promoter
chr19,45920475,45920968,494,*,MACS_peak_2922,210.76,chr19,45920425,45920880,L2b,0,-,LINE/L2,L2b,405,FALSE,LINE/L2,"Intron (uc002pbs.2/2067, intron 5 of 9)",19,45916692,45926820,10129,2,2067,uc002pbv.3,5852,ENSG00000012061,ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit",Intron
chr19,45927252,45928214,963,*,MACS_peak_2923,891.43,chr19,45927788,45928166,L1ME3G,0,-,LINE/L1,L1ME3G,378,FALSE,Other.TE,Promoter,19,45910591,45927177,16587,2,2067,uc002pbt.2,-75,ENSG00000012061,ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit",Promoter
chr19,45945672,45946370,699,*,MACS_peak_2924,139.78,chr19,45945707,45945865,MIRb,0,-,SINE/MIR,MIRb,158,FALSE,SINE/MIR,"Intron (uc002pbu.2/2067, intron 1 of 8)",19,45910591,45927177,16587,2,2067,uc002pbt.2,-18495,ENSG00000012061,ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit",Intron
chr19,45960833,45961727,895,*,MACS_peak_2925,819.88,chr19,45960692,45961003,AluSx1,0,-,SINE/Alu,AluSx1,170,FALSE,SINE/Alu,"Intron (uc002pbu.2/2067, intron 1 of 8)",19,45971253,45975327,4075,1,2354,uc002pbw.3,-9526,ENSG00000125740,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit",Intron
chr19,45963573,45964626,1054,*,MACS_peak_2926,156.94,chr19,45963725,45964089,L2b,0,-,LINE/L2,L2b,364,FALSE,LINE/L2,"Intron (uc002pbu.2/2067, intron 1 of 8)",19,45971253,45975327,4075,1,2354,uc002pbw.3,-6627,ENSG00000125740,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit",Intron
chr19,46062871,46063850,980,*,MACS_peak_2927,319.88,chr19,46063411,46063686,L2b,0,+,LINE/L2,L2b,275,FALSE,LINE/L2,"Intron (uc002pcj.4/80207, intron 1 of 1)",19,46031025,46088122,57098,2,80207,uc002pcj.4,24272,ENSG00000125741,OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3,Intron
chr19,46092826,46093624,799,*,MACS_peak_2928,204.73,chr19,46092802,46093167,L2a,0,+,LINE/L2,L2a,341,FALSE,LINE/L2,3' UTR,19,46049539,46088122,38584,2,80207,uc002pck.4,-4704,ENSG00000125741,OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3,Exon
chr19,46116986,46117800,815,*,MACS_peak_2929,1169.64,chr19,46117054,46117620,L2b,0,+,LINE/L2,L2b,566,FALSE,LINE/L2,"Intron (uc002pcn.3/24139, intron 17 of 18)",19,46049539,46105466,55928,2,80207,uc010xxk.2,-11520,ENSG00000125741,OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3,Intron
chr19,46139215,46140186,972,*,MACS_peak_2930,665.25,chr19,46139923,46140184,AluSz,0,+,SINE/Alu,AluSz,261,FALSE,SINE/Alu,"Intron (uc002pcn.3/24139, intron 3 of 18)",19,46142252,46142345,94,2,442902,uc002pcr.1,2159,ENSG00000284544,MIR330,microRNA 330,Intron
chr19,46180872,46181357,486,*,MACS_peak_2931,250.64,,,,No.TE,,,No.TE,No.TE,,,No.TE,"Exon (uc002pct.1/2696, exon 10 of 13)",19,46178190,46178266,77,2,100500845,uc021uvy.1,-2606,ENSG00000283212,MIR642B,microRNA 642b,Exon
chr19,46403186,46403870,685,*,MACS_peak_2932,310.04,chr19,46403379,46403897,L2c,0,+,LINE/L2,L2c,491,FALSE,LINE/L2,"Intron (uc002pdt.3/339344, intron 2 of 2)",19,46393281,46405862,12582,2,339344,uc002pdt.3,1992,ENSG00000176182,MYPOP,"Myb related transcription factor, partner of profilin",Intron
chr19,46854883,46855383,501,*,MACS_peak_2933,198.12,chr19,46855004,46855220,L2b,0,-,LINE/L2,L2b,216,FALSE,LINE/L2,"Intron (uc002pem.3/5536, intron 1 of 12)",19,46850251,46894232,43982,1,5536,uc010xya.2,4632,ENSG00000011485,PPP5C,protein phosphatase 5 catalytic subunit,Intron
chr19,46938670,46938973,304,*,MACS_peak_2934,82.64,chr19,46938771,46938863,L2c,0,-,LINE/L2,L2c,92,FALSE,LINE/L2,Distal Intergenic,19,46913586,46916919,3334,2,83987,uc002pep.3,-21751,ENSG00000169515,CCDC8,coiled-coil domain containing 8,Distal Intergenic
chr19,47136311,47136854,544,*,MACS_peak_2935,770.71,chr19,47136452,47136756,L2b,0,+,LINE/L2,L2b,304,FALSE,LINE/L2,Distal Intergenic,19,47137333,47137939,607,2,94235,uc010xyd.2,1085,ENSG00000167414,GNG8,G protein subunit gamma 8,Distal Intergenic
chr19,47164637,47165751,1115,*,MACS_peak_2937,159.75,chr19,47165002,47165149,MER45A,0,+,DNA/hAT-Tip100,MER45A,147,FALSE,Other.TE,Promoter,19,47164735,47174598,9864,1,100506068,uc002pfc.1,0,ENSG00000245598,DACT3-AS1,DACT3 antisense RNA 1,Promoter
chr19,47195931,47196731,801,*,MACS_peak_2938,133.2,chr19,47195950,47196273,L2b,0,+,LINE/L2,L2b,323,FALSE,LINE/L2,Promoter,19,47177573,47195242,17670,2,25865,uc010ekt.3,-689,ENSG00000105287,PRKD2,protein kinase D2,Promoter
chr19,47217022,47217564,543,*,MACS_peak_2939,277.7,chr19,47216904,47217027,AluJo,0,-,SINE/Alu,AluJo,5,FALSE,SINE/Alu,Promoter,19,47177573,47217577,40005,2,25865,uc002pfg.3,13,ENSG00000105287,PRKD2,protein kinase D2,Promoter
chr19,47233443,47234042,600,*,MACS_peak_2940,115.04,chr19,47233480,47233735,L2b,0,-,LINE/L2,L2b,255,FALSE,LINE/L2,"Exon (uc002pfl.3/29888, exon 6 of 18)",19,47177573,47220384,42812,2,25865,uc010xye.2,-13059,ENSG00000105287,PRKD2,protein kinase D2,Exon
chr19,47285752,47286501,750,*,MACS_peak_2941,239.49,chr19,47285866,47286434,L2b,0,-,LINE/L2,L2b,568,FALSE,LINE/L2,5' UTR,19,47278140,47288134,9995,2,6510,uc010xyh.2,1633,ENSG00000105281,SLC1A5,solute carrier family 1 member 5,Exon
chr19,47295764,47296364,601,*,MACS_peak_2942,250.34,chr19,47295751,47296066,L2b,0,-,LINE/L2,L2b,302,FALSE,LINE/L2,Distal Intergenic,19,47278140,47291842,13703,2,6510,uc002pfs.3,-3922,ENSG00000105281,SLC1A5,solute carrier family 1 member 5,Distal Intergenic
chr19,47318906,47319731,826,*,MACS_peak_2943,352.34,chr19,47318848,47319159,AluSx1,0,+,SINE/Alu,AluSx1,253,FALSE,SINE/Alu,Distal Intergenic,19,47333842,47333961,120,2,100170220,uc010xyi.1,14230,,SNAR-E,small NF90 (ILF3) associated RNA E,Distal Intergenic
chr19,47342893,47343500,608,*,MACS_peak_2944,131.37,chr19,47342908,47343208,L2b,0,-,LINE/L2,L2b,300,FALSE,LINE/L2,"Intron (uc002pft.1/1175, intron 2 of 4)",19,47333842,47333961,120,2,100170220,uc010xyi.1,-8932,,SNAR-E,small NF90 (ILF3) associated RNA E,Intron
chr19,47733790,47734369,580,*,MACS_peak_2946,581.29,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,19,47724079,47734451,10373,2,27113,uc002pgf.4,82,ENSG00000105327,BBC3,BCL2 binding component 3,Promoter
chr19,47761893,47762790,898,*,MACS_peak_2947,457.64,chr19,47762087,47762760,L2b,0,-,LINE/L2,L2b,673,FALSE,LINE/L2,"Exon (uc010xym.2/26093, exon 3 of 12)",19,47759731,47775210,15480,1,26093,uc010xym.2,2162,ENSG00000105321,CCDC9,coiled-coil domain containing 9,Exon
chr19,47847560,47848108,549,*,MACS_peak_2948,721.97,chr19,47847668,47847849,MIRb,0,-,SINE/MIR,MIRb,181,FALSE,SINE/MIR,Downstream (2-3kb),19,47843744,47845272,1529,1,27202,uc031rll.1,3816,ENSG00000134830,C5AR2,complement C5a receptor 2,Exon
chr19,47876320,47877562,1243,*,MACS_peak_2949,281.44,chr19,47876468,47876757,L2b,0,-,LINE/L2,L2b,289,FALSE,LINE/L2,"Exon (uc010xyn.2/9704, exon 9 of 17)",19,47880208,47885961,5754,1,9704,uc010xyo.1,-2646,ENSG00000134815,DHX34,DExH-box helicase 34,Exon
chr19,47879349,47879794,446,*,MACS_peak_2950,448.05,chr19,47879387,47879673,L2b,0,-,LINE/L2,L2b,286,FALSE,LINE/L2,Promoter,19,47880208,47885961,5754,1,9704,uc010xyo.1,-414,ENSG00000134815,DHX34,DExH-box helicase 34,Promoter
chr19,47884600,47885568,969,*,MACS_peak_2951,484.58,,,,No.TE,,,No.TE,No.TE,,,No.TE,3' UTR,19,47880208,47885961,5754,1,9704,uc010xyo.1,4392,ENSG00000134815,DHX34,DExH-box helicase 34,Exon
chr19,47907758,47908342,585,*,MACS_peak_2952,227.29,chr19,47907820,47908222,L2b,0,+,LINE/L2,L2b,402,FALSE,LINE/L2,"Intron (uc002pgo.4/56917, intron 6 of 6)",19,47906375,47915644,9270,2,56917,uc002pgo.4,7302,ENSG00000105419,MEIS3,Meis homeobox 3,Intron
chr19,47939076,47939930,855,*,MACS_peak_2953,259.3,chr19,47939182,47939701,L2b,0,+,LINE/L2,L2b,519,FALSE,LINE/L2,"Intron (uc010ele.3/6543, intron 7 of 8)",19,47909488,47922785,13298,2,56917,uc010eld.3,-16291,ENSG00000105419,MEIS3,Meis homeobox 3,Intron
chr19,47951425,47952277,853,*,MACS_peak_2954,288.54,chr19,47952120,47952570,L2a,0,-,LINE/L2,L2a,157,FALSE,LINE/L2,"Exon (uc010ele.3/6543, exon 3 of 9)",19,47931279,47969676,38398,2,6543,uc010ele.3,17399,ENSG00000118160,SLC8A2,solute carrier family 8 member A2,Exon
chr19,48042069,48042621,553,*,MACS_peak_2955,254.34,chr19,48042210,48042517,L2b,0,+,LINE/L2,L2b,307,FALSE,LINE/L2,"Intron (uc010elh.4/84215, intron 3 of 11)",19,48023942,48049237,25296,2,84215,uc010elh.4,6616,ENSG00000118156,ZNF541,zinc finger protein 541,Intron
chr19,48097111,48097590,480,*,MACS_peak_2956,124.39,chr19,48097246,48097442,L2b,0,+,LINE/L2,L2b,196,FALSE,LINE/L2,Distal Intergenic,19,48111453,48206534,95082,1,29998,uc002phh.4,-13863,ENSG00000063169,BICRA,BRD4 interacting chromatin remodeling complex associated protein,Distal Intergenic
chr19,48126494,48127417,924,*,MACS_peak_2957,390.97,chr19,48127091,48127406,AluSp,0,-,SINE/Alu,AluSp,315,FALSE,SINE/Alu,"Intron (uc002phh.4/29998, intron 1 of 14)",19,48111453,48206534,95082,1,29998,uc002phh.4,15041,ENSG00000063169,BICRA,BRD4 interacting chromatin remodeling complex associated protein,Intron
chr19,48214937,48215750,814,*,MACS_peak_2958,401.27,chr19,48215088,48215615,L2a,0,-,LINE/L2,L2a,527,FALSE,LINE/L2,Promoter,19,48216601,48246391,29791,1,30846,uc002phj.4,-851,ENSG00000024422,EHD2,EH domain containing 2,Promoter
chr19,48680213,48680725,513,*,MACS_peak_2959,322.93,chr19,48680378,48680578,L2b,0,-,LINE/L2,L2b,200,FALSE,LINE/L2,"Intron (uc002pic.3/uc002pic.3, intron 2 of 4)",19,48639291,48673560,34270,2,3978,uc010xzh.1,-6653,ENSG00000105486,LIG1,DNA ligase 1,Intron
chr19,48826615,48827441,827,*,MACS_peak_2961,223.79,chr19,48826780,48827151,L2a,0,+,LINE/L2,L2a,371,FALSE,LINE/L2,Distal Intergenic,19,48828629,48833810,5182,1,2014,uc002piv.2,-1188,ENSG00000142227,EMP3,epithelial membrane protein 3 (MAM blood group),Distal Intergenic
chr19,48904315,48904903,589,*,MACS_peak_2962,82.01,chr19,48904435,48905075,L2a,0,-,LINE/L2,L2a,468,FALSE,LINE/L2,"Intron (uc002pjc.4/2906, intron 2 of 12)",19,48898132,48948188,50057,1,2906,uc002pjc.4,6183,ENSG00000105464,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,Intron
chr19,48926479,48927073,595,*,MACS_peak_2963,587.3,chr19,48926563,48927071,L2b,0,-,LINE/L2,L2b,508,FALSE,LINE/L2,"Intron (uc002pjc.4/2906, intron 10 of 12)",19,48922491,48948188,25698,1,2906,uc010elx.3,3988,ENSG00000105464,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,Intron
chr19,49044937,49045541,605,*,MACS_peak_2966,111.69,chr19,49045148,49045356,L2a,0,+,LINE/L2,L2a,208,FALSE,LINE/L2,Distal Intergenic,19,49055429,49102684,47256,1,6820,uc002pjl.3,-9888,ENSG00000088002,SULT2B1,sulfotransferase family 2B member 1,Distal Intergenic
chr19,49154681,49155532,852,*,MACS_peak_2967,188.22,chr19,49155094,49155336,L2b,0,+,LINE/L2,L2b,242,FALSE,LINE/L2,"Intron (uc002pka.3/653677, intron 1 of 3)",19,49141272,49149451,8180,2,770,uc002pjz.1,-5230,ENSG00000063180,CA11,carbonic anhydrase 11,Intron
chr19,49258403,49259035,633,*,MACS_peak_2968,100.35,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,19,49251268,49258647,7380,2,2523,uc002pkk.3,0,ENSG00000174951,FUT1,fucosyltransferase 1 (H blood group),Promoter
chr19,49413763,49414616,854,*,MACS_peak_2969,742.79,chr19,49413964,49414211,MIR,0,+,SINE/MIR,MIR,247,FALSE,SINE/MIR,"Exon (uc002pla.3/4924, exon 5 of 12)",19,49422257,49426540,4284,1,4924,uc002pld.3,-7641,ENSG00000104805,NUCB1,nucleobindin 1,Exon
chr19,49951493,49952091,599,*,MACS_peak_2970,128.51,chr19,49951470,49951886,L2b,0,+,LINE/L2,L2b,393,FALSE,LINE/L2,"Intron (uc002pns.2/55011, intron 3 of 8)",19,49949550,49955115,5566,2,55011,uc002pns.2,3024,ENSG00000104872,PIH1D1,PIH1 domain containing 1,Intron
chr19,49962688,49963454,767,*,MACS_peak_2971,149.33,chr19,49963173,49963469,AluSq2,0,-,SINE/Alu,AluSq2,281,FALSE,SINE/Alu,5' UTR,19,49956473,49974305,17833,1,126133,uc010yat.3,6215,ENSG00000161618,ALDH16A1,aldehyde dehydrogenase 16 family member A1,Exon
chr19,50063926,50064490,565,*,MACS_peak_2973,81.07,,,,No.TE,,,No.TE,No.TE,,,No.TE,5' UTR,19,50058725,50083829,25105,2,51070,uc002pok.4,19339,ENSG00000142546,NOSIP,nitric oxide synthase interacting protein,Exon
chr19,50076415,50076775,361,*,MACS_peak_2974,148.82,chr19,50076558,50076800,L2b,0,+,LINE/L2,L2b,217,FALSE,LINE/L2,"Intron (uc002pok.4/51070, intron 2 of 9)",19,50058725,50083829,25105,2,51070,uc002pok.4,7054,ENSG00000142546,NOSIP,nitric oxide synthase interacting protein,Intron
chr19,50179358,50180068,711,*,MACS_peak_2976,1369.58,chr19,50179619,50179770,L2b,0,-,LINE/L2,L2b,151,FALSE,LINE/L2,Promoter,19,50180409,50191707,11299,1,3276,uc002ppe.3,-341,ENSG00000126457,PRMT1,protein arginine methyltransferase 1,Promoter
chr19,50199911,50200748,838,*,MACS_peak_2977,152.89,chr19,50199880,50200180,AluSx1,0,-,SINE/Alu,AluSx1,269,FALSE,SINE/Alu,5' UTR,19,50194895,50215600,20706,1,126129,uc010ybc.1,5016,ENSG00000169169,CPT1C,carnitine palmitoyltransferase 1C,Exon
chr19,50282980,50283611,632,*,MACS_peak_2978,331.07,chr19,50283386,50283813,L2a,0,-,LINE/L2,L2a,225,FALSE,LINE/L2,"Intron (uc010enj.1/160, intron 1 of 16)",19,50270180,50310369,40190,1,160,uc002ppo.3,12800,ENSG00000196961,AP2A1,adaptor related protein complex 2 subunit alpha 1,Intron
chr19,50373078,50373945,868,*,MACS_peak_2979,465.22,chr19,50373629,50373786,MIRb,0,+,SINE/MIR,MIRb,157,FALSE,SINE/MIR,3' UTR,19,50364460,50370822,6363,2,11284,uc002pqj.3,-2256,ENSG00000039650,PNKP,polynucleotide kinase 3'-phosphatase,Exon
chr19,50374320,50375199,880,*,MACS_peak_2980,175.99,chr19,50374480,50374642,MIRc,0,+,SINE/MIR,MIRc,162,FALSE,SINE/MIR,"Exon (uc031rmf.1/84335, exon 3 of 5)",19,50364460,50370822,6363,2,11284,uc002pqj.3,-3498,ENSG00000039650,PNKP,polynucleotide kinase 3'-phosphatase,Exon
chr19,50395817,50396514,698,*,MACS_peak_2981,728.26,chr19,50396153,50396385,L2c,0,-,LINE/L2,L2c,232,FALSE,LINE/L2,"Intron (uc002pqt.1/259307, intron 5 of 7)",19,50390639,50400147,9509,2,259307,uc002pqt.1,3633,ENSG00000104951,IL4I1,interleukin 4 induced 1,Intron
chr19,50511018,50511865,848,*,MACS_peak_2982,181.36,chr19,50511179,50511491,L2b,0,-,LINE/L2,L2b,312,FALSE,LINE/L2,5' UTR,19,50479724,50528636,48913,2,51231,uc002prg.2,16771,ENSG00000105053,VRK3,VRK serine/threonine kinase 3,Exon
chr19,50570892,50571201,310,*,MACS_peak_2984,136.75,chr19,50571123,50571403,AluSg7,0,+,SINE/Alu,AluSg7,78,FALSE,SINE/Alu,Downstream (<1kb),19,50553937,50570052,16116,1,400710,uc002pro.3,16955,ENSG00000204666,ZNF473CR,ZNF473 cis regulating lncRNA,Distal Intergenic
chr19,50639502,50640113,612,*,MACS_peak_2985,84.41,chr19,50639546,50639915,L1P4,0,-,LINE/L1,L1P4,369,FALSE,Other.TE,Distal Intergenic,19,50637002,50637121,120,2,100170217,uc010yby.1,-2381,,SNAR-B2,small NF90 (ILF3) associated RNA B2,Distal Intergenic
chr19,50725982,50726745,764,*,MACS_peak_2986,150.75,chr19,50726095,50726232,MIRb,0,-,SINE/MIR,MIRb,137,FALSE,SINE/MIR,"Exon (uc002prq.1/79784, exon 4 of 42)",19,50706885,50813801,106917,1,79784,uc010enu.1,19097,ENSG00000105357,MYH14,myosin heavy chain 14,Exon
chr19,50956458,50956845,388,*,MACS_peak_2988,487.73,chr19,50956512,50956754,L2c,0,-,LINE/L2,L2c,242,FALSE,LINE/L2,"Intron (uc002psf.2/4606, intron 16 of 27)",19,50936160,50969583,33424,1,4606,uc002psf.2,20298,ENSG00000086967,MYBPC2,myosin binding protein C2,Intron
chr19,51074088,51074923,836,*,MACS_peak_2989,238.93,chr19,51074252,51074626,L2b,0,-,LINE/L2,L2b,374,FALSE,LINE/L2,Distal Intergenic,19,51020150,51071302,51153,2,94030,uc002pss.3,-2786,ENSG00000131409,LRRC4B,leucine rich repeat containing 4B,Distal Intergenic
chr19,51149542,51150141,600,*,MACS_peak_2990,395.2,chr19,51149855,51150067,L2c,0,-,LINE/L2,L2c,212,FALSE,LINE/L2,Distal Intergenic,19,51152702,51162567,9866,1,342918,uc021uyf.1,-2561,ENSG00000235034,C19orf81,chromosome 19 open reading frame 81,Distal Intergenic
chr19,51154437,51155027,591,*,MACS_peak_2991,144.01,chr19,51154526,51154838,L2b,0,+,LINE/L2,L2b,312,FALSE,LINE/L2,"Intron (uc021uyf.1/342918, intron 1 of 4)",19,51152702,51162567,9866,1,342918,uc021uyf.1,1735,ENSG00000235034,C19orf81,chromosome 19 open reading frame 81,Intron
chr19,51231131,51231791,661,*,MACS_peak_2992,93.12,chr19,51231147,51231280,L2b,0,+,LINE/L2,L2b,133,FALSE,LINE/L2,Downstream (2-3kb),19,51226605,51228981,2377,1,6320,uc002psy.3,4526,ENSG00000105472,CLEC11A,C-type lectin domain containing 11A,Exon
chr19,51501319,51501880,562,*,MACS_peak_2993,258.15,chr19,51501485,51501797,L2a,0,+,LINE/L2,L2a,312,FALSE,LINE/L2,"Intron (uc002puq.1/11202, intron 4 of 5)",19,51499264,51504965,5702,2,11202,uc002puq.1,3085,ENSG00000129455,KLK8,kallikrein related peptidase 8,Intron
chr19,51515693,51516349,657,*,MACS_peak_2994,236.4,chr19,51515869,51516151,L2a,0,-,LINE/L2,L2a,282,FALSE,LINE/L2,3' UTR,19,51505664,51512890,7227,2,284366,uc010eol.1,-2803,ENSG00000213022,KLK9,kallikrein related peptidase 9,Exon
chr19,51690879,51691247,369,*,MACS_peak_2996,258.64,,,,No.TE,,,No.TE,No.TE,,,No.TE,Distal Intergenic,19,51670585,51676780,6196,1,284367,uc010ycv.2,20294,ENSG00000291114,SIGLEC17P,"sialic acid binding Ig like lectin 17, pseudogene",Distal Intergenic
chr19,51845366,51845901,536,*,MACS_peak_2997,268.17,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,19,51834795,51845378,10584,2,147645,uc002pwf.3,0,ENSG00000186806,VSIG10L,V-set and immunoglobulin domain containing 10 like,Promoter
chr19,52230595,52231103,509,*,MACS_peak_2998,161.36,chr19,52230715,52230999,L2b,0,-,LINE/L2,L2b,284,FALSE,LINE/L2,Distal Intergenic,19,52216365,52227221,10857,2,3036,uc002pxp.1,-3374,ENSG00000105509,HAS1,hyaluronan synthase 1,Distal Intergenic
chr19,52711035,52711606,572,*,MACS_peak_2999,144.59,chr19,52711409,52711719,AluSp,0,-,SINE/Alu,AluSp,197,FALSE,SINE/Alu,"Intron (uc002pyp.3/5518, intron 3 of 14)",19,52704346,52729678,25333,1,5518,uc002pyq.3,6689,ENSG00000105568,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha,Intron
chr19,54450859,54451444,586,*,MACS_peak_3001,231.5,chr19,54451156,54451598,Charlie1b,0,+,DNA/hAT-Charlie,Charlie1b,288,FALSE,Other.TE,Distal Intergenic,19,54466290,54493469,27180,1,59283,uc002qcs.2,-14846,ENSG00000142408,CACNG8,calcium voltage-gated channel auxiliary subunit gamma 8,Distal Intergenic
chr19,54455201,54455640,440,*,MACS_peak_3002,85.79,chr19,54455158,54455449,L2c,0,-,LINE/L2,L2c,248,FALSE,LINE/L2,Distal Intergenic,19,54466290,54493469,27180,1,59283,uc002qcs.2,-10650,ENSG00000142408,CACNG8,calcium voltage-gated channel auxiliary subunit gamma 8,Distal Intergenic
chr19,54921737,54922219,483,*,MACS_peak_3004,166.7,chr19,54921856,54921945,MIRb,0,-,SINE/MIR,MIRb,89,FALSE,SINE/MIR,Distal Intergenic,19,54926605,54947351,20747,1,57348,uc010yey.2,-4386,ENSG00000167614,TTYH1,tweety family member 1,Distal Intergenic
chr19,55556574,55557044,471,*,MACS_peak_3005,94.19,chr19,55556781,55556995,L2b,0,+,LINE/L2,L2b,214,FALSE,LINE/L2,"Exon (uc010esr.1/112724, exon 5 of 6)",19,55525075,55549632,24558,2,51206,uc010esq.3,-6942,ENSG00000088053,GP6,glycoprotein VI platelet,Exon
chr19,55583224,55583663,440,*,MACS_peak_3006,103.4,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,19,55583388,55597560,14173,1,54869,uc010ess.1,0,ENSG00000131037,EPS8L1,EPS8 signaling adaptor L1,Promoter
chr19,55590518,55591283,766,*,MACS_peak_3007,721.38,chr19,55590806,55590989,L2b,0,-,LINE/L2,L2b,183,FALSE,LINE/L2,Promoter,19,55591760,55599291,7532,1,54869,uc002qiu.3,-477,ENSG00000131037,EPS8L1,EPS8 signaling adaptor L1,Promoter
chr19,55983097,55983609,513,*,MACS_peak_3009,84.92,chr19,55982962,55983263,AluSq,0,-,SINE/Alu,AluSq,166,FALSE,SINE/Alu,Distal Intergenic,19,55987699,55995854,8156,1,89887,uc002qld.3,-4090,ENSG00000197483,ZNF628,zinc finger protein 628,Distal Intergenic
chr19,55983714,55984270,557,*,MACS_peak_3010,106.97,chr19,55983828,55983918,L2c,0,+,LINE/L2,L2c,90,FALSE,LINE/L2,Distal Intergenic,19,55987699,55995854,8156,1,89887,uc002qld.3,-3429,ENSG00000197483,ZNF628,zinc finger protein 628,Distal Intergenic
chr19,56037285,56038047,763,*,MACS_peak_3012,113.47,,,,No.TE,,,No.TE,No.TE,,,No.TE,Distal Intergenic,19,56041100,56048435,7336,2,646643,uc010ygc.2,10388,ENSG00000187550,SBK2,SH3 domain binding kinase family member 2,Distal Intergenic
